prensa	63900000
respuesta	63200000
verdad	63100000
despuŽs de	62400000
equipo	62200000
presidente	62100000
cambio	61800000
grande	61800000
entrar	61000000
historico	60900000
estados unidos	60600000
posible	60100000
pregunta	60000000
valor	59600000
sentido	59400000
noche	59300000
casi	58800000
linea	58800000
aun	58500000
seguro	58200000
entonces	58100000
cuanto	57600000
manana	57500000
obtener	57500000
primer	57500000
agua	57200000
crear	57000000
experiencia	56900000
junto	56900000
tan	56900000
cuatro	56600000
miembro	56300000
campo	56100000
mano	56100000
ningun	55800000
eso	55600000
mostrar	55600000
realizar	55300000
tal	55100000
actividad	54900000
pasar	54800000
producto	54800000
cultura	54400000
dios	54400000
presente	54400000
mundial	54100000
menor	53900000
cinco	53700000
cosa	53600000
mar	53500000
espacio	53400000
tarde	53300000
luz	53200000
apenas	52700000
demas	52600000
claro	52400000
ciencia	52200000
situacion	52100000
ejemplo	51900000
tras	51800000
papel	51600000
sociedad	51500000
relacion	51400000
edad	51300000
añadir	51200000
juego	51200000
modo	51200000
libre	51100000
clase	50900000
noticia	50900000
tierra	50900000
maximo	50800000
palabra	50800000
revista	50800000
conocimiento	50700000
par	50600000
problema	50600000
así como	50500000
militar	50500000
cerrar	50300000
objetivo	50300000
técnico	50100000
cabo	50000000
sexo	49900000
sala	49600000
principal	49400000
cantidad	49200000
único	49100000
único	49100000
arte	49000000
operación	48700000
aprender	48600000
nadie	48200000
medida	48000000
partir	47900000
destino	47800000
puro	47800000
alguien	47700000
alguien	47700000
voz	47500000
cuerpo	47100000
guerra	47100000
ley	47100000
distancia	47000000
general	47000000
poner	47000000
dinero	46600000
paso	46500000
paso	46500000
persona	46400000
serie	46300000
ante	45900000
ante	45900000
carta	45800000
calle	45400000
muerte	45400000
naturaleza	45400000
varias	45400000
fácil	45300000
regresar	45300000
dejar	45200000
mujer	45200000
población	45200000
evidente	45000000
seguir	45000000
acción	44900000
propio	44900000
quién	44900000
realidad	44800000
señor	44800000
carrera	44500000
conjunto	44500000
llegar	44500000
cara	44100000
fuente	44100000
seis	44100000
aun	44000000
cierto	43800000
siglo	43400000
suerte	43300000
causa	43100000
largo	43000000
objeto	42900000
diario	42800000
fondo	42700000
social	42700000
inglés	42600000
opinión	42600000
prueba	42500000
joven	42300000
paz	42300000
necesario	42100000
presencia	42000000
padre	41800000
importante	41700000
literatura	41600000
algún	41500000
memoria	41400000
bastante	41300000
efecto	41200000
razón	40900000
fuerza	40700000
tomar	40700000
doble	40500000
mínimo	40400000
francia	40100000
hablar	40100000
iniciar	40100000
capacidad	39900000
camino	39800000
arriba	39700000
barcelona	39600000
ambos	39300000
carácter	39200000
época	39100000
importancia	39100000
salir	39100000
éste	38800000
pelo	38700000
fuerte	38500000
incluso	38500000
todavía	38500000
usted	38500000
oscuro	38300000
partido	38300000
pronto	38300000
real	38300000
mal	38200000
antiguo	38000000
político	37900000
mí	37800000
análisis	37600000
libertad	37500000
atrás	37400000
cambiar	37400000
mediante	37400000
encuentro	37300000
vivir	37300000
trabajar	37100000
aquel	37000000
usar	37000000
allí	36700000
contar	36600000
duda	36400000
viaje	36400000
azul	36300000
total	36300000
pueblo	36200000
pueblo	36200000
hijo	36000000
necesidad	35900000
pesar	35900000
madre	35800000
común	35300000
españa	35300000
pensar	35300000
cuyo	35200000
evitar	35200000
por ejemplo	35000000
aire	34900000
mayoría	34900000
reciente	34900000
participar	34800000
publicar	34800000
futuro	34700000
española	34600000
difícil	34500000
función	34500000
vender	34500000
ayer	34200000
económico	34200000
recibir	34200000
río	34100000
cabeza	33900000
escribir	33900000
expresión	33800000
principio	33800000
alto	33700000
cine	33700000
defensa	33700000
leer	33500000
unidad	33500000
corazón	33400000
jefe	33400000
responder	33400000
compañía	33300000
determinar	33300000
pagar	33300000
avanzar	33100000
arma	33000000
cuarto	32900000
es decir	32900000
pequeño	32800000
llevar	32700000
televisión	32700000
directo	32500000
resto	32400000
mil	32100000
adelante	32000000
personal	32000000
además de	31900000
peso	31900000
marcha	31700000
piso	31700000
niño	31600000
fuera de	31500000
humano	31500000
posibilidad	31500000
verano	31500000
asunto	31400000
ventana	31400000
diferente	31300000
encima	31300000
aumentar	31200000
oro	31100000
tampoco	31100000
diez	31000000
jugar	31000000
movimiento	30900000
éxito	30700000
verde	30600000
lucha	30400000
ésta	30300000
europa	30300000
subir	30300000
ahí	30200000
ahí	30200000
final	30200000
salida	30200000
sol	30100000
blanco	29800000
conseguir	29800000
junto a	29700000
materia	29600000
estructura	29500000
figura	29400000
figura	29400000
hasta que	29400000
puerta	29400000
abajo	29300000
abrir	29100000
deseo	29100000
pedir	29100000
consecuencia	29000000
fiesta	29000000
motivo	28800000
negocio	28800000
utilizar	28800000
campaña	28700000
reunión	28700000
tercer	28600000
cielo	28500000
origen	28500000
demasiado	28400000
pena	28400000
perder	28400000
don	28300000
siete	28300000
alma	28200000
justo	28100000
suficiente	28100000
rápido	27900000
alguno	27800000
color	27800000
diferencia	27800000
vuelta	27800000
capaz	27700000
dónde	27700000
mantener	27500000
sino que	27500000
acto	27400000
etapa	27400000
existencia	27400000
rojo	27400000
posición	27200000
concepto	27000000
suelo	27000000
bajar	26900000
con que	26900000
ocasión	26900000
rey	26800000
ciudadano	26600000
profesor	26600000
altura	26500000
decisión	26500000
rico	26400000
entender	26200000
fútbol	26100000
hermano	26100000
ropa	26100000
velocidad	26100000
término	26000000
allá	25800000
contrario	25800000
miedo	25800000
pareja	25800000
sueño	25800000
viejo	25800000
cuadro	25600000
ocho	25600000
presentar	25400000
esperar	25300000
escuchar	25200000
gusto	25200000
lograr	25200000
plan	25200000
solución	25200000
lengua	25100000
pobre	25100000
radio	25100000
cama	25000000
ciento	25000000
mesa	25000000
policía	25000000
iglesia	24900000
régimen	24900000
tratar	24900000
construir	24800000
pie	24800000
médico	24700000
exterior	24600000
francés	24600000
francés	24600000
juicio	24600000
niña	24500000
sangre	24500000
riesgo	24400000
cumplir	24300000
mientras que	24300000
aspecto	24200000
violencia	24100000
ganar	24000000
establecer	23900000
base	23800000
continuar	23800000
chica	23600000
cuestión	23500000
control	23400000
método	23400000
fuego	23300000
mitad	23300000
autoridad	23200000
llorar	23200000
energía	23100000
cadena	23000000
pleno	23000000
representar	22900000
esfuerzo	22800000
formar	22800000
novela	22800000
condición	22700000
desde que	22700000
negro	22700000
recuerdo	22700000
ayudar	22600000
barrio	22400000
central	22400000
llamar	22300000
coche	22200000
plaza	22100000
preciso	22100000
así que	22000000
corriente	22000000
espíritu	22000000
interior	22000000
película	22000000
peor	22000000
terminar	22000000
ninguno	21900000
superior	21900000
verdadero	21900000
voluntad	21900000
duro	21800000
imposible	21800000
izquierda	21700000
recordar	21700000
silencio	21600000
piel	21400000
malo	21300000
tal vez	21300000
estudiar	21200000
guardar	21100000
alcanzar	21000000
especie	21000000
boca	20900000
desarrollar	20900000
empezar	20800000
responsable	20800000
capital	20700000
derecha	20700000
frase	20700000
esperanza	20500000
hija	20500000
estrella	20400000
masa	20400000
ministro	20400000
amplio	20300000
parecer	20200000
peligro	20200000
elegir	20100000
extraño	20100000
reducir	20000000
sacar	20000000
colocar	19900000
comentar	19900000
pensamiento	19900000
tarea	19900000
viento	19800000
dolor	19700000
piedra	19700000
director	19600000
lenguaje	19600000
conciencia	19400000
definir	19400000
golpe	19400000
indicar	19400000
resolver	19400000
habitación	19300000
cuál	19200000
lleno	19200000
perfecto	19200000
permitir	19200000
recuperar	19200000
sector	19100000
querer	18900000
democracia	18800000
rato	18800000
enorme	18700000
incluir	18700000
aplicar	18600000
carne	18600000
periódico	18600000
secreto	18500000
actitud	18400000
explicar	18400000
alemán	18200000
frecuencia	18200000
enfermedad	18100000
ejército	18000000
ejército	18000000
perro	17900000
comer	17800000
máquina	17700000
veinte	17700000
comenzar	17500000
considerar	17500000
creer	17500000
elección	17500000
elemento	17500000
físico	17500000
mirada	17500000
idea	17400000
dormir	17300000
ofrecer	17300000
aceptar	17200000
material	17200000
mirar	17200000
científico	17100000
hermana	17100000
hermoso	17100000
jugador	17100000
actual	17000000
informar	17000000
informar	17000000
extranjero	16900000
observar	16800000
simple	16800000
controlar	16700000
escritor	16700000
manifestar	16700000
natural	16600000
profundo	16600000
quedar	16600000
jamás	16500000
producir	16400000
teoría	16400000
civil	16300000
acaso	16200000
sentir	16200000
dato	16100000
mandar	16000000
marcar	16000000
adquirir	15900000
extremo	15900000
inmediato	15900000
flor	15800000
gracia	15800000
vivo	15800000
americano	15600000
ojo	15600000
personaje	15600000
sombra	15600000
venir	15500000
superar	15400000
morir	15300000
tono	15300000
anunciar	15200000
asegurar	15200000
europeo	15200000
loco	15200000
caer	15100000
olvidar	15100000
intentar	15000000
moderno	15000000
concreto	14900000
famoso	14900000
acabar	14800000
correr	14800000
marido	14800000
servir	14800000
chico	14700000
cultural	14700000
andar	14600000
existir	14500000
particular	14500000
aparecer	14400000
descubrir	14400000
lector	14400000
minuto	14400000
preparar	14400000
error	14300000
tocar	14300000
instante	14200000
menudo	14200000
quizá	14200000
comprender	14100000
decidir	14100000
doctor	14000000
fenómeno	14000000
normal	14000000
apoyar	13900000
entregar	13900000
ni siquiera	13900000
serio	13900000
actuar	13800000
crisis	13800000
frío	13500000
comprobar	13400000
parar	13400000
constante	13200000
preguntar	13200000
reconocer	13200000
matar	13100000
paciente	13100000
celebrar	13000000
periodista	12900000
absoluto	12600000
aquello	12600000
grave	12600000
árbol	12500000
compañero	12500000
animal	12400000
funcionar	12400000
sentimiento	12400000
sentimiento	12400000
caballo	12300000
metro	12300000
cantar	12200000
cubrir	12100000
quitar	12100000
brazo	11900000
sonrisa	11900000
suyo	11800000
defender	11700000
demostrar	11700000
familiar	11600000
señalar	11600000
llenar	11500000
depender	11400000
repetir	11400000
mío	11100000
placer	11100000
distinto	10900000
millón	10900000
rostro	10900000
sensación	10900000
conducir	10700000
sexual	10700000
proponer	10500000
dificultad	10400000
pecho	10400000
vecino	10400000
sufrir	10300000
dedo	10200000
introducir	10200000
levantar	10200000
conversación	10100000
convertir	10100000
despertar	10100000
disponer	10100000
beber	10000000
moral	9980000
catalán	9960000
tirar	9960000
vacío	9960000
dirigir	9920000
traer	9780000
fundamental	9770000
crecer	9700000
cuánto	9630000
declarar	9580000
afirmar	9570000
impedir	9570000
cortar	9550000
lento	9550000
práctico	9510000
romper	9400000
aprovechar	9310000
semejante	9280000
abandonar	9240000
socialista	9210000
amar	9180000
espalda	9070000
habitual	9060000
ocupar	8910000
costumbre	8880000
meter	8790000
deber	8720000
fijar	8470000
exigir	8280000
reunir	8280000
sentar	8280000
imaginar	8260000
circunstancia	8220000
conservar	8200000
definitivo	8050000
permanecer	8050000
caminar	8010000
importar	7970000
religioso	7950000
resultar	7860000
individuo	7810000
acudir	7740000
contestar	7670000
enseñar	7650000
oír	7620000
provocar	7610000
contener	7570000
enfermo	7570000
vestir	7530000
constituir	7510000
separar	7380000
recoger	7220000
echar	7170000
recorrer	7050000
interesar	7010000
escapar	6910000
cerebro	6840000
elevar	6580000
exacto	6400000
tío	6400000
negar	6360000
limitar	6320000
gesto	6130000
afectar	6110000
norteamericano	6110000
notar	6110000
faltar	6000000
mover	5980000
imponer	5900000
acordar	5830000
hombro	5820000
detener	5810000
pared	5810000
desaparecer	5790000
auténtico	5700000
probable	5650000
suponer	5580000
nacer	5540000
abuelo	5500000
lanzar	5480000
ocurrir	5480000
unir	5380000
pierna	5370000
poseer	5120000
sostener	5010000
acompañar	4910000
contemplar	4890000
extender	4710000
convencer	4510000
plantear	4510000
hallar	4490000
pertenecer	4490000
coger	4460000
muchacho	4440000
suceder	4440000
valer	4360000
dedicar	4310000
tía	4260000
cruzar	4240000
necesitar	4100000
casar	3950000
gritar	3940000
surgir	3630000
advertir	3520000
significar	3500000
corresponder	3460000
acercar	3420000
desear	3360000
insistir	3360000
alejar	3280000
someter	3240000
célula	3180000
temer	3050000
diverso	3040000
gustar	2970000
reír	2870000
referir	2790000
situar	2770000
encender	2640000
pretender	2440000
sorprender	2390000
obligar	2350000
marchar	2340000
sonar	1900000
merecer	1660000
desconocer	1650000
tender	1650000
preocupar	1610000
preferir	1590000
sonreír	1570000
labio	1400000
consistir	1230000
enterar	991000
privar	745000
caber	706000
atreverse	617000
rodear	488000
bastar	354000
